country,category,url,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,Jun 01,Jun 02,Jun 03,Jun 04,Jun 05,Jun 06,Jun 07,Jun 08,Jun 09,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Jun 30,Jul 01,Jul 02,Jul 03,Jul 04,Jul 05,Jul 06,Jul 07,Jul 08,Jul 09,Jul 10,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Aug 01,Aug 02,Aug 03,Aug 04,Aug 05,Aug 06,Aug 07,Aug 08,Aug 09,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Sep 01,Sep 02,Sep 03,Sep 04,Sep 05,Sep 06,Sep 07,Sep 08,Sep 09,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Oct 01,Oct 02,Oct 03,Oct 04,Oct 05,Oct 06,Oct 07,Oct 08,Oct 09,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,Nov 01,Nov 02,Nov 03,Nov 04,Nov 05,Nov 06,Nov 07,Nov 08,Nov 09,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","",2.0,4.0,4.0,9.0,18.0,18.0,18.0,28.0,36.0,39.0,41.0,45.0,47.0,56.0,59.0,59.0,87.0,105.0,116.0,123.0,144.0,148.0,171.0,190.0,216.0,224.0,246.0,258.0,293.0,309.0,325.0,370.0,389.0,408.0,424.0,482.0,490.0,508.0,544.0,563.0,580.0,612.0,631.0,650.0,668.0,692.0,704.0,712.0,730.0,758.0,779.0,806.0,835.0,860.0,874.0,901.0,931.0,947.0,969.0,1015.0,1030.0,1059.0,1077.0,1116.0,1194.0,1226.0,1250.0,1265.0,1315.0,1351.0,1351.0,1461.0,1485.0,1523.0,1533.0,1547.0,1586.0,1667.0,1722.0,1752.0,1776.0,1809.0,1860.0,1885.0,1890.0,1906.0,1923.0,1933.0,1961.0,1961.0,1978.0,2001.0,2007.0,2039.0,2118.0,2147.0,2173.0,2181.0,2202.0,2260.0,2285.0,2303.0,2330.0,2331.0,2348.0,2358.0,2358.0,2404.0,2406.0,2411.0,2412.0,2423.0,2433.0,2440.0,2467.0,2472.0,2475.0,2475.0,2477.0,2494.0,2494.0,2503.0,2503.0,2510.0,2513.0,2520.0,2521.0,2522.0,2535.0,2535.0,2541.0,2543.0,2543.0,2546.0,2552.0,2561.0,2565.0,2567.0,2573.0,2577.0,2582.0,2597.0,2597.0,2614.0,2614.0,2640.0,2666.0,2667.0,2667.0,2688.0,2699.0,2705.0,2708.0,2713.0,2717.0,2730.0,2736.0,2757.0,2773.0,2776.0,2777.0,2802.0,2807.0,2814.0,2833.0,2842.0,2870.0,2882.0,2898.0,2909.0,2912.0,2916.0,2924.0,2935.0,2940.0,2966.0,2966.0,2991.0,3006.0,3013.0,3024.0,3030.0,3034.0,3041.0,3064.0,3080.0,3086.0,3090.0,3090.0,3118.0,3131.0,3156.0,3170.0,3184.0,3189.0,3195.0,3210.0,3235.0,3248.0,3273.0,3286.0,3296.0,3296.0,3352.0,3368.0,3368.0,3379.0,3379.0,3407.0,3411.0,3428.0,3440.0,3444.0,3472.0,3490.0,3499.0,3515.0,3530.0,3530.0,3545.0,3545.0,3545.0,3573.0,3573.0,3609.0,3633.0,3657.0,3676.0,3676.0,3706.0,3706.0,3706.0,3753.0,3792.0,3806.0,3868.0,3868.0,3980.0,3980.0,3980.0,4093.0
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","",1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,16.0,29.0,29.0,62.0,81.0,81.0,131.0,173.0,173.0,227.0,237.0,237.0,262.0,292.0,292.0,423.0,483.0,530.0,530.0,668.0,668.0,784.0,883.0,947.0,947.0,947.0,1162.0,1162.0,1162.0,1439.0,1439.0,1783.0,1887.0,2057.0,2057.0,2223.0,2223.0,2813.0,2813.0,2984.0,2984.0,3292.0,3739.0,3739.0,3907.0,3907.0,4149.0,4149.0,4149.0,4472.0,4472.0,4827.0,4879.0,4879.0,4879.0,5024.0,5087.0,5126.0,5126.0,5126.0,5355.0,5446.0,5446.0,5446.0,5446.0,5446.0,5873.0,5923.0,5923.0,5923.0,6027.0,6067.0,6067.0,6171.0,6171.0,6171.0,6249.0,6270.0,6295.0,6310.0,6310.0,6323.0,6382.0,6382.0,6382.0,6382.0,6498.0,6498.0,6498.0,6550.0,6598.0,6622.0,6622.0,6622.0,6701.0,6701.0,6789.0,6829.0,6829.0,6885.0,6885.0,6885.0,6905.0,6928.0,6960.0,6977.0,6977.0,7012.0,7022.0,7048.0,7075.0,7089.0,7106.0,7126.0,7134.0,7134.0,7142.0,7149.0,7164.0,7202.0,7222.0,7266.0,7276.0,7295.0,7319.0,7319.0,7332.0,7361.0,7361.0,7368.0,7384.0,7384.0,7425.0,7433.0,7433.0,7457.0,7462.0,7464.0,7474.0,7488.0,7502.0,7505.0,7511.0,7520.0,7523.0,7523.0,7523.0,7523.0,7523.0,7523.0,7550.0,7550.0,7554.0,7565.0,7565.0,7585.0,7603.0,7603.0,7608.0,7621.0,7634.0,7638.0,7638.0,7662.0,7662.0,7663.0,7677.0,7677.0,7677.0,7677.0,7717.0,7717.0,7725.0,7725.0,7744.0,7763.0,7790.0,7800.0,7806.0,7820.0,7820.0,7848.0,7885.0,7885.0,7885.0,7885.0,7885.0,7952.0,7952.0,8034.0,8034.0
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","",3.0,12.0,14.0,28.0,36.0,42.0,48.0,81.0,94.0,102.0,110.0,128.0,143.0,154.0,169.0,186.0,196.0,227.0,244.0,268.0,273.0,314.0,318.0,319.0,324.0,324.0,324.0,324.0,324.0,324.0,325.0,328.0,328.0,328.0,329.0,331.0,331.0,331.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,332.0,334.0,334.0,334.0,334.0,334.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,337.0,340.0,340.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,341.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,361.0,361.0,362.0,365.0,365.0,366.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,367.0,381.0,381.0,381.0,381.0,381.0,381.0,381.0,395.0,395.0,395.0,395.0,395.0,395.0,404.0,407.0,407.0,407.0,407.0,407.0,407.0,419.0,419.0,419.0,421.0,435.0,435.0,435.0,439.0,439.0,441.0,441.0,441.0,441.0,446.0,451.0,451.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,468.0,470.0,470.0,478.0,478.0,491.0,494.0,494.0,494.0
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,18.0,28.0,37.0,44.0,54.0,63.0,86.0,96.0,115.0,134.0,170.0,225.0,275.0,345.0,358.0,479.0,556.0,617.0,654.0,708.0,708.0,919.0,1021.0,1120.0,1184.0,1275.0,1374.0,1448.0,1545.0,1661.0,1763.0,1888.0,2024.0,2283.0,2564.0,2685.0,2855.0,3046.0,3209.0,3377.0,3568.0,3758.0,3897.0,4065.0,4120.0,4252.0,4321.0,4423.0,4569.0,4729.0,4903.0,5043.0,5219.0,5408.0,5548.0,5711.0,5910.0,6063.0,6281.0,6418.0,6512.0,6607.0,6652.0,6741.0,6870.0,6952.0,7023.0,7133.0,7211.0,7332.0,7406.0,7433.0,7532.0,7577.0,7601.0,7643.0,7714.0,7780.0,7807.0,7833.0,7866.0,7922.0,8003.0,8071.0,8132.0,8224.0,8302.0,8437.0,8455.0,8537.0,8610.0,8692.0,8734.0,8838.0,8921.0,8997.0,9074.0,9613.0,9801.0,9977.0,10172.0,10264.0,10907.0,11338.0,11633.0,11877.0,12052.0,12290.0,12533.0,12636.0,12969.0,13288.0,13822.0,14215.0,14329.0,14329.0,14771.0,14949.0,15328.0,15542.0,15745.0,15936.0,16097.0,16262.0,16424.0,16726.0,17015.0,17236.0,17562.0,17742.0,17962.0,18264.0,18834.0,19645.0,20278.0,20887.0,21387.0,22213.0,23259.0,24322.0,25015.0,25537.0,26196.0,27217.0,28500.0,29644.0,30662.0,32007.0,33237.0,34063.0,35195.0,36694.0,37935.0,39241.0,41017.0,42489.0,43558.0,44803.0,46313.0,47638.0,49247.0,50812.0,52349.0,53252.0,54528.0,55864.0,57085.0,58489.0,60056.0,61399.0,62590.0,63781.0,65453.0,66855.0,68605.0,70160.0,72394.0,73780.0,75721.0,77878.0,79767.0,82197.0,84435.0,86686.0,88203.0,90324.0,92016.0,94504.0,97264.0,99816.0,101743.0,103119.0,105346.0,107743.0,110099.0,112522.0,115241.0,117685.0,119107.0,121183.0,123653.0,126044.0,128565.0,131228.0,133272.0,134695.0,137248.0,140024.0,142953.0,146398.0,149841.0,152404.0,153761.0,156946.0,160333.0,163650.0,167148.0,170911.0,173632.0,175749.0,179003.0,182580.0,186731.0,190416.0,194461.0,197481.0,199745.0,203733.0,207718.0,212038.0,215294.0,219084.0,222544.0,225070.0,229565.0,235310.0,240951.0,246349.0,252185.0,256781.0,259951.0,265165.0,270626.0,276821.0,282336.0,288211.0,293177.0,296189.0,301604.0,306995.0,311554.0,316260.0
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,1.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,17.0,20.0,20.0,21.0,27.0,28.0,29.0,31.0,34.0,35.0,39.0,39.0,39.0,41.0,46.0,65.0,70.0,76.0,76.0,76.0,76.0,76.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,82.0,87.0,91.0,103.0,104.0,107.0,115.0,119.0,129.0,137.0,145.0,146.0,156.0,162.0,164.0,168.0,194.0,209.0,213.0,227.0,233.0,234.0,244.0,254.0,254.0,307.0,316.0,352.0,354.0,411.0,426.0,433.0,453.0,472.0,489.0,509.0,553.0,583.0,609.0,638.0,651.0,662.0,668.0,688.0,733.0,737.0,757.0,762.0,788.0,816.0,839.0,859.0,883.0,889.0,903.0,918.0,939.0,969.0,987.0,1012.0,1040.0,1071.0,1092.0,1111.0,1135.0,1157.0,1219.0,1268.0,1330.0,1383.0,1402.0,1435.0,1491.0,1507.0,1536.0,1557.0,1582.0,1590.0,1616.0,1669.0,1701.0,1720.0,1748.0,1808.0,1864.0,1907.0,1946.0,1973.0,2029.0,2079.0,2120.0,2213.0,2241.0,2269.0,2411.0,2481.0,2559.0,2638.0,2708.0,2791.0,2855.0,2914.0,2914.0,3045.0,3115.0,3195.0,3304.0,3395.0,3440.0,3508.0,3590.0,3651.0,3697.0,3760.0,3821.0,3916.0,4039.0,4117.0,4207.0,4265.0,4341.0,4444.0,4557.0,4647.0,4764.0,4832.0,4918.0,5040.0,5269.0,5482.0,5713.0,5994.0,6161.0,6264.0,6537.0,6771.0,6912.0,7114.0,7262.0,7399.0,7589.0,7757.0,7983.0,8288.0,8556.0,8728.0,8888.0,8979.0,9049.0,9196.0,9296.0,9398.0,9494.0,9639.0,9742.0,9844.0,10001.0,10088.0,10258.0,10392.0,10537.0,10612.0,10707.0,10866.0,11080.0,11190.0,11331.0,11559.0,11748.0,11895.0,11986.0,12161.0,12273.0,12415.0,12525.0,12777.0,12869.0,12988.0,13130.0,13202.0,13283.0,13391.0,13485.0,13577.0,13768.0,13823.0,13823.0,13911.0,14094.0,14227.0,14340.0,14448.0,14514.0,14566.0,14566.0,14723.0,14877.0
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","",2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,8.0,8.0,11.0,11.0,11.0,13.0,13.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,19.0,20.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,25.0,25.0,25.0,25.0,25.0,29.0,29.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,36.0,39.0,45.0,46.0,55.0,63.0,72.0,76.0,81.0,121.0,121.0,183.0,196.0,203.0,285.0,293.0,350.0,375.0,412.0,485.0,539.0,593.0,615.0,668.0,668.0,785.0,861.0,864.0,960.0,1032.0,1078.0,1203.0,1247.0,1344.0,1366.0,1402.0,1522.0,1618.0,1687.0,1775.0,1843.0,1917.0,1986.0,2052.0,2129.0,2224.0,2294.0,2406.0,2470.0,2540.0,2652.0,2802.0,2802.0,2949.0,3101.0,3229.0,3406.0,3544.0,3726.0,3907.0,4154.0,4344.0,4464.0,4665.0,4912.0,5227.0,5538.0,5854.0,6030.0,6160.0,6431.0,6712.0,6906.0,7116.0,7365.0,7550.0,7692.0,7844.0,8082.0,8323.0,8514.0,8685.0,8810.0,8928.0,9108.0,9256.0,9437.0,9604.0,9719.0,9818.0,9901.0,9964.0,10078.0,10207.0,10292.0,10377.0,10526.0,10607.0,10663.0,10740.0,10835.0,10918.0,11033.0,11121.0,11140.0,11265.0,11373.0,11480.0,11572.0,11626.0,11654.0,11673.0,11714.0,11781.0,11829.0,11891.0,11936.0,11989.0,12000.0,12069.0,12103.0,12215.0,12263.0,12293.0,12326.0,12367.0,12406.0,12460.0,12501.0,12579.0,12660.0,12675.0,12729.0,12806.0,12858.0,12907.0,12935.0,12988.0,13012.0,13030.0,13046.0,13090.0,13143.0,13170.0,13211.0,13240.0,13253.0,13292.0,13345.0,13372.0,13449.0,13508.0,13555.0,13566.0,13610.0,13662.0,13712.0
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","",1.0,1.0,1.0,2.0,7.0,7.0,10.0,10.0,10.0,10.0,20.0,20.0,74.0,74.0,98.0,120.0,184.0,253.0,278.0,342.0,410.0,438.0,491.0,529.0,548.0,570.0,584.0,609.0,627.0,639.0,648.0,655.0,655.0,662.0,671.0,681.0,684.0,696.0,701.0,709.0,713.0,719.0,728.0,736.0,750.0,755.0,763.0,770.0,781.0,795.0,815.0,821.0,832.0,854.0,860.0,876.0,885.0,889.0,904.0,909.0,914.0,920.0,924.0,937.0,943.0,945.0,951.0,952.0,955.0,955.0,955.0,956.0,958.0,958.0,960.0,961.0,963.0,966.0,970.0,973.0,973.0,974.0,974.0,974.0,978.0,980.0,980.0,980.0,1016.0,1020.0,1020.0,1020.0,1035.0,1036.0,1046.0,1051.0,1056.0,1059.0,1062.0,1068.0,1074.0,1075.0,1075.0,1075.0,1081.0,1082.0,1082.0,1093.0,1093.0,1094.0,1097.0,1097.0,1099.0,1099.0,1099.0,1099.0,1099.0,1100.0,1102.0,1102.0,1104.0,1104.0,1105.0,1113.0,1122.0,1124.0,1124.0,1124.0,1132.0,1132.0,1132.0,1134.0,1134.0,1134.0,1136.0,1147.0,1152.0,1152.0,1152.0,1153.0,1153.0,1157.0,1158.0,1158.0,1158.0,1161.0,1161.0,1165.0,1165.0,1167.0,1167.0,1167.0,1167.0,1169.0,1172.0,1172.0,1172.0,1172.0,1173.0,1173.0,1173.0,1175.0,1175.0,1176.0,1176.0,1176.0,1177.0,1177.0,1177.0,1177.0,1177.0,1178.0,1178.0,1178.0,1178.0,1178.0,1178.0,1180.0,1180.0,1180.0,1180.0,1180.0,1182.0,1182.0,1188.0,1189.0,1193.0,1193.0,1194.0,1194.0,1194.0,1196.0,1196.0,1196.0,1197.0,1197.0,1198.0,1200.0,1200.0,1200.0,1200.0,1200.0,1201.0,1201.0,1201.0,1201.0,1202.0,1203.0,1205.0,1207.0,1209.0,1209.0,1210.0,1211.0,1212.0,1214.0,1215.0,1215.0,1215.0,1215.0,1215.0,1218.0,1218.0,1219.0,1220.0,1220.0,1221.0,1222.0,1222.0,1225.0,1226.0,1230.0,1242.0,1243.0,1243.0,1256.0,1263.0,1282.0,1289.0,1301.0,1307.0,1316.0,1327.0,1331.0,1335.0,1340.0
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,8.0,8.0,12.0,22.0,30.0,40.0,44.0,51.0,65.0,81.0,97.0,97.0,131.0,131.0,151.0,174.0,190.0,210.0,232.0,238.0,254.0,276.0,288.0,305.0,318.0,323.0,343.0,373.0,407.0,442.0,493.0,542.0,627.0,665.0,782.0,873.0,981.0,1095.0,1182.0,1273.0,1337.0,1532.0,1728.0,1932.0,2170.0,2388.0,2558.0,2802.0,2950.0,3145.0,3526.0,3912.0,4151.0,4399.0,4641.0,4787.0,4971.0,5162.0,5445.0,5621.0,5959.0,6175.0,6401.0,6677.0,7016.0,7261.0,7526.0,7839.0,8068.0,8344.0,8733.0,8915.0,9302.0,9855.0,10162.0,10578.0,10819.0,11166.0,11516.0,11844.0,12233.0,12486.0,12801.0,13464.0,13873.0,14554.0,15181.0,15682.0,16085.0,16658.0,17148.0,17735.0,18480.0,19147.0,19808.0,20244.0,20919.0,21371.0,22020.0,22614.0,23298.0,24077.0,24567.0,25133.0,25694.0,26484.0,27110.0,27564.0,28167.0,28711.0,29286.0,29789.0,30249.0,30748.0,31323.0,31987.0,32558.0,33153.0,33616.0,34259.0,34854.0,35454.0,36107.0,36663.0,37225.0,37801.0,38344.0,38948.0,39539.0,39977.0,40532.0,41180.0,41804.0,42208.0,42689.0,43151.0,43537.0,43841.0,44129.0,44433.0,44890.0,45244.0,45687.0,46140.0,46577.0,46867.0,47290.0,47743.0,48116.0,48445.0,48770.0,49068.0,49485.0,49895.0,50488.0,50964.0,51304.0,51905.0,52227.0,52548.0,52800.0,53021.0,53317.0,53477.0,53727.0,53865.0,54008.0,54247.0,54463.0,54587.0,54743.0,54905.0,55005.0,55160.0,55456.0,55632.0,55829.0,56017.0,56177.0,56256.0,56388.0,56478.0,56604.0,56735.0,56956.0,57145.0,57242.0,57437.0,57613.0,57724.0,57849.0,58062.0,58198.0,58324.0,58460.0,58647.0,58848.0,59001.0,59127.0,59287.0,59345.0,59465.0,59583.0,59738.0,59841.0,59992.0,60103.0,60266.0,60430.0,60655.0,60834.0,60834.0,61194.0,61307.0,61440.0,61558.0,61630.0,61667.0,61805.0,61882.0,61930.0,61992.0,62111.0,62224.0,62371.0,62521.0,62691.0,62853.0,62964.0,63036.0,63173.0,63328.0,63508.0,63731.0,63790.0,64090.0,64184.0,64336.0,64516.0,64728.0,64884.0,64996.0,65148.0,65305.0,65457.0,65693.0,65839.0,65982.0
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,"","","","","","","","","","","","","","",1.0,5.0,5.0,7.0,11.0,11.0,17.0,17.0,19.0,36.0,40.0,41.0,50.0,54.0,60.0,70.0,70.0,75.0,82.0,82.0,89.0,102.0,104.0,105.0,105.0,110.0,113.0,118.0,120.0,126.0,127.0,134.0,136.0,138.0,143.0,144.0,147.0,147.0,150.0,153.0,154.0,176.0,183.0,191.0,207.0,212.0,225.0,243.0,249.0,255.0,259.0,261.0,261.0,268.0,271.0,273.0,280.0,284.0,285.0,286.0,287.0,287.0,287.0,289.0,292.0,297.0,308.0,314.0,320.0,321.0,325.0,327.0,336.0,339.0,346.0,349.0,355.0,359.0,370.0,377.0,384.0,397.0,410.0,420.0,431.0,439.0,451.0,463.0,476.0,494.0,510.0,541.0,582.0,612.0,636.0,639.0,646.0,661.0,702.0,728.0,787.0,798.0,830.0,850.0,858.0,878.0,900.0,1001.0,1025.0,1042.0,1063.0,1081.0,1092.0,1105.0,1113.0,1172.0,1194.0,1210.0,1252.0,1299.0,1337.0,1378.0,1416.0,1435.0,1473.0,1485.0,1539.0,1582.0,1629.0,1655.0,1689.0,1710.0,1729.0,1752.0,1821.0,1879.0,1926.0,1936.0,1994.0,2022.0,2042.0,2062.0,2092.0,2099.0,2104.0,2111.0,2128.0,2134.0,2140.0,2152.0,2171.0,2189.0,2200.0,2293.0,2352.0,2453.0,2540.0,2577.0,2644.0,2717.0,2780.0,2889.0,3089.0,3306.0,3537.0,3625.0,3672.0,3742.0,3843.0,4020.0,4063.0,4142.0,4218.0,4255.0,4304.0,4349.0,4374.0,4409.0,4439.0,4460.0,4479.0,4534.0,4565.0,4591.0,4602.0,4624.0,4634.0,4653.0,4671.0,4689.0,4711.0,4722.0,4738.0,4779.0,4789.0,4798.0,4811.0,4820.0,4832.0,4836.0,4840.0,4843.0,4847.0,4852.0,4866.0,4867.0,4873.0,4883.0,4885.0,4890.0,4892.0,4896.0,4905.0,4908.0,4940.0,4953.0,4965.0,4971.0,4974.0,4992.0,4997.0,5012.0,5017.0,5052.0,5060.0,5066.0,5073.0,5084.0,5129.0,5131.0,5134.0,5137.0,5146.0,5155.0,5162.0,5174.0,5192.0,5208.0,5213.0,5222.0,5242.0,5262.0,5312.0,5319.0,5362.0,5394.0,5455.0,5491.0,5507.0,5543.0,5543.0,5586.0
Sao Tome & P.,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,11.0,14.0,16.0,18.0,18.0,18.0,174.0,174.0,174.0,187.0,208.0,208.0,208.0,212.0,220.0,235.0,235.0,235.0,235.0,235.0,246.0,251.0,251.0,251.0,251.0,291.0,299.0,299.0,441.0,443.0,458.0,463.0,479.0,483.0,484.0,484.0,484.0,499.0,509.0,513.0,514.0,514.0,514.0,632.0,639.0,650.0,659.0,661.0,661.0,671.0,683.0,688.0,693.0,698.0,698.0,702.0,707.0,710.0,711.0,712.0,713.0,713.0,713.0,714.0,715.0,717.0,719.0,719.0,720.0,721.0,724.0,724.0,726.0,727.0,727.0,729.0,732.0,732.0,737.0,740.0,741.0,743.0,746.0,746.0,746.0,747.0,749.0,860.0,862.0,863.0,865.0,867.0,868.0,870.0,871.0,874.0,874.0,874.0,875.0,878.0,878.0,878.0,878.0,878.0,878.0,881.0,882.0,882.0,883.0,885.0,885.0,885.0,885.0,885.0,885.0,888.0,892.0,892.0,892.0,892.0,892.0,894.0,895.0,895.0,896.0,896.0,896.0,896.0,897.0,897.0,898.0,898.0,898.0,898.0,898.0,901.0,906.0,906.0,906.0,906.0,907.0,907.0,907.0,908.0,908.0,908.0,908.0,908.0,908.0,910.0,911.0,911.0,911.0,911.0,911.0,911.0,911.0,911.0,913.0,913.0,913.0,914.0,914.0,921.0,922.0,922.0,929.0,929.0,929.0,929.0,929.0,932.0,932.0,933.0,933.0,933.0,935.0,935.0,938.0,940.0,940.0,941.0,941.0,943.0,944.0,945.0,945.0,949.0,949.0,954.0,958.0,958.0,960.0,962.0,962.0,962.0,962.0,962.0,963.0,963.0,964.0,965.0,965.0,967.0,967.0,974.0,974.0
