country,url,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Jordan,https://dynamospanish.com/wp-content/uploads/flags/images/Jordan/2/large/Jordan.png,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,2007,2031,2053,2074,2094,1888,2531,2504,2674,2631,2623,3083,3084,3091,3492,3747,3779,3673,3278,3201,2828,2751,2768,2819,2879,2793,3404,3243,4127,4048,4681,4075,4102,4193,4758,4761,4987,5632,5547,5629,4300,3536,3606,3609,3681,3703,3508,3684,3707,3783,3896,4059,4475,4501,4952,5897,6467,7463,9342,10602,10594,11615,12083,11656,11741,11738,11748
Kazakhstan,https://dynamospanish.com/wp-content/uploads/flags/images/Kazakhstan/2/large/Kazakhstan.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11585,11585,11585,11585,11585,11585,11585,11342,11061,10791,11184,11012,11004,11033,10856,11682,11584,11331,10955,11165,8218,6622,5699,5603,5325,5079,4943,5704,6417,6803,7600,8687,10331,12372,14209,16214,15395,17738,21302,21947,23365,23398,23408,23399
Kenya,https://dynamospanish.com/wp-content/uploads/flags/images/Kenya/2/large/Kenya.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1372,1595,1353,1290,1413,1461,1455,1445,1431,1416,1396,1360,1398,1385,1500,1469,1575,1597,1647,1683,1701,1782,1899,1873,1978,1912,1876,2024,2099,2009,2033,1966,2009,2030,2090,2078,2184,2136,2190,2149,2219,2196,2055,2098,2359,2222,2267,2247,2197,2172,2086,2103,1995,1904,1923,2008,2151,2239,2272,2366,2553,2712,2815,2877,2984,3090,3214
Kiribati,https://dynamospanish.com/wp-content/uploads/flags/images/Kiribati/2/large/Kiribati.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,https://dynamospanish.com/wp-content/uploads/flags/images/Kuwait/2/large/Kuwait.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",114351,93429,90904,84877,77180,94011,74728,59182,47727,45215,43703,39503,30394,30917,30007,28042,21718,12213,28533,37876,41522,42803,44072,42953,43194,39544,43918,38525,40318,47791,57757,71115,80587,81001,90071,62189,63719,77126,82954,75584,69228,68127,67798
Kyrgyzstan,https://dynamospanish.com/wp-content/uploads/flags/images/Kyrgyzstan/2/large/Kyrgyzstan.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6815,6815,6815,6815,6815,6815,6815,6709,6642,6570,6875,6829,6442,6210,6013,6517,6562,6588,6417,5034,4445,3407,2893,2831,2350,2124,2048,2012,1968,1958,2109,2203,2228,2562,2899,3354,3384,3381,4142,3959,4360,5773,5910,6065
Laos,https://dynamospanish.com/wp-content/uploads/flags/images/Laos/2/large/Laos.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",621,629,636,643,650,657,663,669,676,682,688,695,701,708,715,721,728,736,743,750,758,779,789,835,846,886,904,878,880,846,931,1064,1128,1185,1120,1248,1275,1266,1379,1465,1459,1467,1479,1518,1626,1678,1810,1883,1860,1993,1994,2048,2145,2136,2282,2329,2302,2969,3240,3599,3791,4401,4978,5197,5667,6001,6324
Latvia,https://dynamospanish.com/wp-content/uploads/flags/images/Latvia/2/large/Latvia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10894,10894,10894,10894,10894,10894,10894,11968,12169,12360,12523,12790,12433,12664,12509,12958,13643,13769,11735,8789,7978,8098,7926,8082,8739,9607,10162,10654,11407,12325,12818,13412,14485,16244,17941,18225,16439,16847,18428,19812,20765,21944,22724,23362
Lebanon,https://dynamospanish.com/wp-content/uploads/flags/images/Lebanon/2/large/Lebanon.png,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,2216,5621,7546,7875,8903,10034,10644,10206,10195,8587,9143,9210,9633,9814,9704,10084,10855,11341,10565,11632,11634,12172,13043,14358,14763,14850,10247,4391,8002,7697,8338,8531,8483,5303,6435,9195,11305,10430,12060,8585,4904,6126,8360,8687,9256,9960,10580,11097,10824,11198,11138,11232,11567,11848,12122,12911,13149,12358,13296,14456,16230,16988,16230,15903,14627,13117,12665,12683
Lesotho,https://dynamospanish.com/wp-content/uploads/flags/images/Lesotho/2/large/Lesotho.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",398,415,421,431,447,454,463,473,482,487,514,499,593,662,706,693,756,782,785,778,799,736,880,1039,1022,987,1145,1230,1385,1235,1119,1130,1178,1172,1130,1212,1303,1313,1505,1573,1668,1768,1628,1779,1845,1974,2035,2041,2108,2107,2074,2217,2268,2298,2284,2323,2435,2393,2527,2515,2304,2346,2588,2686,2881,2954,3015
Liberia,https://dynamospanish.com/wp-content/uploads/flags/images/Liberia/2/large/Liberia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",761,787,792,803,828,834,844,854,856,883,887,885,872,869,888,948,1140,1103,1140,1190,1239,1259,1298,1341,1337,1129,1191,1228,1259,976,1118,939,929,907,892,857,812,817,809,838,484,500,324,201,154,151,134,269,336,376,524,617,775,349,589,606,789,711,873,814,896,820,800,827,816,798,764
Libya,https://dynamospanish.com/wp-content/uploads/flags/images/Libya/2/large/Libya.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2976,3210,3343,3294,3178,3869,4561,4600,4896,5105,6353,6721,8587,11153,15157,18673,21204,22726,29149,31396,31646,28847,29945,28829,33238,32997,39090,41689,41918,43624,41973,32460,31986,29948,27347,29251,25783,21440,22427,23392,23626,26632,25276,23754,23662,22799,23136,23970,22571,22215,22225,21856,21133,23398,23943,25893,27106,27953,31457,30659,31419,12893,29766,13326,9736,8514,8096
Liechtenstein,https://dynamospanish.com/wp-content/uploads/flags/images/Liechtenstein/2/large/Liechtenstein.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,https://dynamospanish.com/wp-content/uploads/flags/images/Lithuania/2/large/Lithuania.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10381,10381,10381,10381,10381,10381,10381,10923,11314,11711,11766,11833,11398,11723,11864,12738,12603,11845,10137,8868,8069,7253,7788,8142,8999,9718,10249,11112,11968,12456,13628,13928,15036,16357,18024,18693,17132,18340,20243,22259,23389,24604,25279,26182
Luxembourg,https://dynamospanish.com/wp-content/uploads/flags/images/Luxembourg/2/large/Luxembourg.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13340,13260,15130,13818,13441,14379,15787,16182,16079,16506,15880,15968,16791,17157,18256,18474,18961,19727,20677,23369,23546,22632,24174,26126,25438,21434,23228,23295,24181,24887,24031,22920,22955,23419,23042,23644,26995,27530,31044,35253,35205,39914,39920,41866,44298,44149,44281,46880,52335,58456,63619,58641,58883,56075,53255,53088,55818,59983,55292,55244,58364,54031,57873,56319,66750,67804,69057
Macao,https://dynamospanish.com/wp-content/uploads/flags/images/Macao/2/large/Macao.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,https://dynamospanish.com/wp-content/uploads/flags/images/Macedonia/2/large/Macedonia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1860,1938,1980,2392,2421,2648,2855,2925,3103,3144,3172,3686,4715,4268,4592,4745,4850,5302,5662,5956,6165,6464,6750,6977,7196,7560,8081,8557,8564,8596,8631,8415,8657,8560,9128,8985,8680,8829,7936,7512,7018,6535,6605,6721,6701,6919,7249,7806,8183,8124,7866,7684,7917,8724,9142,9797,10750,11415,11625,11321,11748,12421,13110,13586,13887
Madagascar,https://dynamospanish.com/wp-content/uploads/flags/images/Madagascar/2/large/Madagascar.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",947,967,987,1007,1027,1048,1068,1088,1108,1127,1121,1123,1207,1232,1212,1180,1204,1180,1269,1290,1342,1354,1322,1237,1203,1178,1154,1147,1084,1105,1092,1046,1075,1137,1127,1210,1171,1073,1027,974,1011,936,876,882,862,872,896,910,939,964,975,1004,903,993,1058,1096,1125,1124,1208,1198,1301,1347,1356,1317,1282,1288,1307
Malawi,https://dynamospanish.com/wp-content/uploads/flags/images/Malawi/2/large/Malawi.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",907,928,947,967,987,946,1046,1028,1053,1149,1092,1006,1093,1039,973,979,1032,1156,1090,1081,938,1036,1107,1101,1127,1135,1078,1060,1076,1031,945,1012,1032,1083,1131,1274,1133,1054,942,971,897,933,810,846,1017,1034,980,1078,885,917,873,792,888,893,1022,1057,996,1164,1262,997,994,1102,1005,1031,964,960,950
Malaysia,https://dynamospanish.com/wp-content/uploads/flags/images/Malaysia/2/large/Malaysia.png,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1369,1405,1539,1574,1603,1703,1768,1658,1979,1899,1838,1970,1898,1813,2054,2251,2140,2376,2877,2798,2648,2389,2462,2633,2333,2528,2238,2328,2752,2186,2118,2861,2861,2861,2861,2861,1828,2026,2618,2667,2463,2516,2462,2549,2497,2585,2495,2453,2468,2480,2632,2741,2857,3017,3114,3212,3191,3348,3397,3636,3826,4032,4689,5224,5014,5488,5809,6074,6462,7011,7175,7360,7528,7910,7273,6446,6730,7175,7773,8477,9017,9572,9996,10569,11374,11901,12350,10711,10962,12269,11799,12341,12765,13695,14931,15295,16511,17770,16645,17653,19390,20203,21152,21339,22075,22687
Maldives,https://dynamospanish.com/wp-content/uploads/flags/images/Maldives/2/large/Maldives.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,https://dynamospanish.com/wp-content/uploads/flags/images/Mali/2/large/Mali.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1264,1258,1250,1243,1234,1226,1217,1207,1196,1186,1164,1154,1144,1058,1003,1018,974,1015,1014,968,944,931,767,726,662,689,710,697,639,767,638,627,600,645,622,742,722,714,627,683,694,677,645,726,713,767,847,910,908,901,885,1034,1021,1039,1072,1123,1206,1266,1382,1487,1591,1500,1412,1444,1514,1563,1604
Malta,https://dynamospanish.com/wp-content/uploads/flags/images/Malta/2/large/Malta.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1572,1640,1700,1777,1843,1929,2147,2142,2254,2275,2381,2358,2258,2261,2341,2536,2824,3011,3306,3480,3885,3982,4294,4438,4858,5732,6677,7429,8071,8735,8911,9215,9515,9575,9787,10138,10555,10793,11775,12745,12552,13998,12736,13573,14515,14676,14528,17254,18758,19986,24038,21156,21791,22007,20814,21531,22106,23227,23157,24547,24706,23871,24000,24207,25001,26577,27612
Marshall Islands,https://dynamospanish.com/wp-content/uploads/flags/images/Marshall_Islands/2/large/Marshall_Islands.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,https://dynamospanish.com/wp-content/uploads/flags/images/Mauritania/2/large/Mauritania.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",770,792,814,836,858,881,904,927,949,973,1037,1124,1127,1094,1394,1571,1559,1592,1685,1629,1791,1772,1816,1765,1846,2030,2190,2149,1947,2043,1961,1971,1808,1805,1743,1767,1833,1831,1826,1832,1745,1786,1732,1853,1907,1750,1938,1824,1850,1955,1945,1938,2056,2304,2359,2648,2909,2831,2695,2546,2858,3104,3095,2933,3357,3323,3307
Mauritius,https://dynamospanish.com/wp-content/uploads/flags/images/Mauritius/2/large/Mauritius.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3192,3196,3324,3231,3401,3404,3448,3483,3406,3513,3465,4219,4373,4546,4634,4388,4369,4528,3897,3869,4579,4786,4919,5056,4819,4749,6225,6394,6402,5885,5796,5893,6011,6058,6930,6728,7344,9047,9127,9523,10340,11178,11138,11871,12666,13362,14915,14737,14977,14764,14700,14208,14128,13834,13680,13042,13815,15139,15152,15485,15857,16483,16810,16984,17756,18259,18852
Mexico,https://dynamospanish.com/wp-content/uploads/flags/images/Mexico/2/large/Mexico.png,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,795,795,795,795,795,795,795,795,795,795,695,695,695,695,695,695,695,695,695,695,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,1184,1184,1184,1184,1184,1326,1347,1417,1478,1384,1374,1477,1356,1493,1503,1643,1606,1683,1662,1693,1690,1622,1609,1512,1514,1492,1607,1676,1741,1811,1926,1919,1933,1968,1904,1992,2079,1954,1935,1829,1685,1711,1426,1563,1641,1735,1843,1872,1870,1938,1932,2067,2126,2146,2262,2271,2357,2374,2406,2472,2648,2723,2766,2679,2860,2986,3051,3164,3256,3259,3380,3525,3657,3906,4325,4558,4852,5124,5509,5841,6214,6442,6945,7472,7999,8504,8696,8791,9411,10244,11236,11812,11364,10412,10433,10293,9431,9333,9168,9299,9766,9946,10169,10050,10221,9100,9145,9674,10217,10391,11338,11300,11311,11480,12193,13018,13713,14180,14442,13474,14276,15210,15203,15357,15531,15766,15803
Moldova,https://dynamospanish.com/wp-content/uploads/flags/images/Moldova/2/large/Moldova.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3715,3715,3715,3715,3715,3715,3715,3944,4144,4356,4509,4565,4083,4317,4281,4228,4469,4273,4104,2451,2490,2260,2350,2293,2166,1983,1647,1801,1892,2104,2368,2504,2816,3114,3259,3503,3568,4180,4892,4938,5256,5534,5569,5851
Monaco,https://dynamospanish.com/wp-content/uploads/flags/images/Monaco/2/large/Monaco.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,https://dynamospanish.com/wp-content/uploads/flags/images/Mongolia/2/large/Mongolia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",669,688,710,731,754,776,799,824,848,874,900,927,954,984,1013,1044,1074,1107,1140,1174,1210,1234,1241,1307,1340,1390,1393,1482,1506,1526,1722,1557,1808,2002,2200,2167,2303,2452,2538,2431,3319,2385,2248,1794,1867,2368,2193,2284,2274,2392,2737,3027,3295,3570,4188,4943,5774,6579,7034,6723,7487,9484,10771,11088,11035,11139,11105
Montenegro,https://dynamospanish.com/wp-content/uploads/flags/images/Serbia_and_Montenegro/2/large/Serbia_and_Montenegro.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3175,2794,2815,3737,3392,3782,3688,3916,4339,5200,5067,5725,6641,6765,7026,7109,7404,8091,8644,8887,9264,9143,9600,9810,10216,11209,11716,11607,14223,13589,13864,13542,13931,13889,14274,13511,12989,12953,11755,10558,7500,4659,4632,5188,6500,6949,7492,6823,7182,7743,7614,7885,8368,8951,11725,13656,15054,14296,14536,15747,15709,16357,16903,17738,18244
Morocco,https://dynamospanish.com/wp-content/uploads/flags/images/Morocco/2/large/Morocco.png,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,2712,2717,2720,2736,2751,2764,2704,2646,2588,2531,2476,2500,2524,2548,2573,2598,2676,2757,2840,2925,3012,3102,3110,3157,3263,3412,3713,3820,3855,3954,4234,4043,4355,4214,4274,4424,4649,4431,4766,4761,4828,5084,4892,4773,5190,4830,5558,5106,5048,4801,4580,4614,4509,4608,4537,4440,4834,5168,5803,6164,6603,7226,7323,7450,7324,7577,7613
Mozambique,https://dynamospanish.com/wp-content/uploads/flags/images/Mozambique/2/large/Mozambique.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",466,475,484,493,496,517,511,512,526,544,546,561,609,571,582,581,585,622,679,733,750,780,784,786,659,548,511,499,490,480,459,469,465,436,445,373,470,439,465,497,489,538,465,477,503,443,511,567,579,548,606,642,768,827,844,896,919,944,974,972,966,925,951,1122,1227,1277,1288
Myanmar,https://dynamospanish.com/wp-content/uploads/flags/images/Myanmar/2/large/Myanmar.png,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,980,980,980,980,980,794,794,794,794,794,850,850,960,960,960,1153,1153,1153,1153,1153,996,996,996,996,996,1140,1140,1140,1140,1140,1265,1265,1265,1265,1265,1175,1175,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,555,626,630,636,588,654,686,715,684,777,790,795,850,858,858,849,837,816,817,844,862,873,853,817,840,863,892,918,942,961,1031,1069,1125,1161,1214,1221,1201,1144,981,992,999,944,999,1274,1211,1331,1314,1286,1523,1462,1427,1471,1442,1642,1754,2031,2263,2487,2737,2820,3384,3884,4539,4992,5493,5834,6139
Namibia,https://dynamospanish.com/wp-content/uploads/flags/images/Namibia/2/large/Namibia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3258,3282,3306,3353,3458,3485,3529,3575,3584,3698,3946,3883,4533,4907,5590,5836,5982,5584,5509,5554,5443,5534,5471,5450,5496,5406,5312,5158,5145,5120,5287,5196,4962,4688,4512,4262,4254,5081,5051,4919,4787,4647,4801,4298,4418,4775,4898,4964,5125,5155,5204,5260,5377,5331,5719,6171,6725,6878,7499,7311,7440,8203,9181,9512,11484,11850,11741
